"""Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição 1995 a 2018""";;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Ano de Lançamento;Certificado de Produto Brasileiro (CPB);Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira;UF;Distribuidora;Máximo de Salas;Renda (R$);Público ;;;;
2005;B0500199900000;"""As Vidas de Maria""";Renato Barbieri;Ficção;"""Gaia Filmes""";DF;""" -"""; -;Pandora;10;"""17530""";2,746;;;;
2005;B0400129700000;"""Bendito Fruto""";Sergio Goldenberg;Ficção;"""RioFilme/Trópicos Arte e Comunicação""";RJ/RJ;""" -"""; -;Paris/RioFilme;14;"""453503""";52,022;;;;
2005;B0500251200000;"""Bens Confiscados""";Carlos Reichenbach;Ficção;"""Dezenove Som e Imagens""";SP;""" -"""; -;Imovision/RioFilme;3;"""26754""";4,669;;;;
2005;B0400131400000;"""Cabra-Cega""";Toni Venturi;Ficção;"""Olhar Imaginário""";SP;""" -"""; -;Europa/MAM;9;"""220339""";28,62;;;;
2005;B0500250700000;"""Casa de Areia""";Andrucha Waddington;Ficção;"""Conspiração Filmes/Filmes do Equador""";RJ/RJ;""" -"""; -;Columbia;35;"""1557698""";187,296;;;;
2005;B0300008200000;"""Celeste & Estrela""";Betse de Paula;Ficção;"""Aurora Cinematográfica""";RJ;""" -"""; -;BPP Produções Audiovisuais;1;"""24175""";4,965;;;;
2005;B0500265000000;"""Cidade Baixa""";Sérgio Machado;Ficção;"""Videofilmes""";RJ;""" -"""; -;Videofilmes/Lumière;31;"""1021626""";128,134;;;;
2005;B0500255500000;"""Cinema, Aspirinas e Urubus""";Marcelo Gomes;Ficção;"""Rec Produtores Associados""";PE;"""Dezenove Som e Imagens""";SP;Imovision;17;"""882373""";105,526;;;;
2005;B0500281700000;"""Coisa de Mulher""";Eliana Fonseca;Ficção;"""Diler & Associados""";RJ;""" -"""; -;Warner;100;"""714666""";98,963;;;;
2005;B0500277500000;"""Coisa Mais Linda""";Paulo Thiago;Documentário;"""Vitória Produções""";RJ;"""Tele Image""";SP;Columbia;11;"""319251""";35,861;;;;
2005;B0500241100000;"""Confronto Final""";Alonso Gonçalves;Ficção;"""Karina Filmes""";MG;""" -"""; -;Polifilmes;5;"""12278""";2,081;;;;
2005;B0500294600000;"""Diário de um Novo Mundo""";Paulo Nascimento;Ficção;"""Accorde Filmes/Linha de Produção Cinema Comunicação e Imagem/Panda Filmes""";RS/RS/RS;""" -"""; -;Casablanca;7;"""67809""";12,685;;;;
2005;B0500282100000;"""Doutores da Alegria""";Mara Mourão;Documentário;"""Grifa Filmes/Mamo Filmes""";SP/SP;""" -"""; -;Imovision;20;"""212313""";26,294;;;;
2005;B0400158100000;"""Eliana em o Segredo dos Golfinhos""";Eliana Fonseca;Ficção;"""Canal Azul/Teleimage Productions""";SP/SP;"""Intercross Imóveis e Participações/Emb Promotora e Controladora""";SP/SP;Fox;106;"""2022729""";330,742;;;;
2005;B0400142200000;"""Extremo Sul""";Monica Schmiedt/Sylvestre Campe;Documentário;"""Europa Filmes/M, Schmiedt Produções""";SP/RS;""" -"""; -;Europa/MAM;5;"""92149""";13,571;;;;
2005;B0400165500000;"""Feminices""";Domingos de Oliveira;Ficção;"""Teatro Ilustre Produções Artísticas""";RJ;"""Afinal Filmes/Antenna Produtora""";RJ/RJ;Copacabana Filmes;3;"""63556""";7,091;;;;
2005;B0400123500000;"""Filhas do Vento""";Joel Zito Araújo;Ficção;"""Asacine Produções/Casa de Criação Cinema""";RJ/DF;""" -"""; -;RioFilme;15;"""117448""";16,578;;;;
2005;B0500222600000;"""Gaijin Ama - Me Como Sou""";Tizuka Yamasaki;Ficção;"""Scena Filmes""";RJ;"""Art Films/RioFilme""";RJ/RJ;Art Filmes;101;"""388800""";52,898;;;;
2005;B0300046600000;"""Garrincha, Estrela Solitária""";Milton Alencar Jr;Ficção;"""Fam Produções""";MG;""" -"""; -;Polifilmes;20;"""54977""";7,877;;;;
2005;B0300041300000;"""Harmada""";Maurice Capovilla;Ficção;"""Saturna Produções""";RJ;"""Estudios Quanta""";SP;RioFilme;2;"""8499""";1,261;;;;
2005;B0400129600000;"""Jogo Subterrâneo - Underground Games""";Roberto Gervitz;Ficção;"""Columbia Tristar Filmes do Brasil/Estudios Mega/Locall/Ramalho Filmes/Vagalume""";SP/RJ/SP/SP/SP;""" -"""; -;Buena Vista;31;"""163781""";20,928;;;;
2005;B0500220600000;"""Mais uma Vez Amor""";Rosane Svartman;Ficção;"""Raccord Produções/Total Entertainment""";RJ/RJ;"""Warner""";SP;Warner;144;"""1662516""";228,567;;;;
2005;B0500216600000;"""Mensageiras da Luz - Parteiras da Amazônia""";Evaldo Mocarzel;Documentário;"""Casa Azul Produções/SP Filmes de São Paulo""";SP/SP;""" -"""; -;SP Filmes;1;"""1287""";135;;;;
2005;B0600575000000;"""Moro no Brasil""";Mika Kaurismaki;Documentário;"""Magnatel""";RJ;""" -"""; -;Pandora;2;"""11911""";2,68;;;;
2005;B0500365600000;"""Morro da Conceição""";Cristiana Grumbach;Documentário;"""Crisis Produtivas""";RJ;"""V, Filmes & Comunicação""";RJ;Pipa;7;"""40124""";4,943;;;;
2005;B0400106000000;"""O Cárcere e a Rua""";Liliana Sulzbach;Documentário;"""Zeppelin Filmes """;RS;""" -"""; -;Pandora;17;"""37424""";7,792;;;;
2005;B0400168800000;"""O Casamento de Romeu e Julieta""";Bruno Barreto;Ficção;"""Filmes do Equador""";RJ;""" -"""; -;Buena Vista;215;"""7303657""";969,278;;;;
2005;B0500370500000;"""O Coronel e o Lobisomem""";Maurício Farias;Ficção;"""Uns Produções e Filmes""";RJ;"""Brasil Filmes/Digital 21/Megacolor""";SP/SP/SP;Fox;166;"""4678543""";654,983;;;;
2005;B0400129500000;"""O Diabo a Quatro""";Alice de Andrade;Ficção;"""Tambellini Filmes""";RJ;""" -"""; -;RioFilme;4;"""52512""";7,247;;;;
2005;B0500378800000;"""O Fim e o Princípio""";Eduardo Coutinho;Documentário;"""Videofilmes""";RJ;""" -"""; -;Videofilmes;3;"""81146""";9,674;;;;
2005;B0300039300000;"""O Signo do Caos""";Rogério Sganzerla;Ficção;"""Mercúrio Produções""";SP;""" -"""; -;RioFilme;3;"""9130""";1,255;;;;
2005;B0500279400000;"""Preto e Branco""";Carlos Nader;Documentário;"""Iucatan Produções/Já Filmes""";SP/SP;""" -"""; -;Polifilmes;ND;"""ND""";ND;;;;
2005;B0500247600000;"""Preto no Branco""";Ronaldo German;Ficção;"""Daron Cine Video""";RJ;""" -"""; -;Distribuição Própria;1;"""ND""";65;;;;
2005;B0500238500000;"""Quanto Vale ou é por Quilo ?""";Sérgio Bianchi;Ficção;"""Agravo Produções Cinematográficas""";SP;""" -"""; -;RioFilme;8;"""195672""";32,863;;;;
2005;B0400102900000;"""Quase Dois Irmãos""";Lucia Murat;Ficção;"""Taiga Filmes e Vídeo""";RJ;""" -"""; -;Imovision;23;"""460087""";58,928;;;;
2005;B0500334900000;"""Sal de Prata""";Carlos Gerbase;Ficção;"""Casa de Cinema de Porto Alegre""";RS;"""Quanta-Rio""";RJ;Columbia;41;"""124880""";17,289;;;;
2005;B0400148300000;"""Soldado de Deus""";Sérgio Sanz;Documentário;"""J,Sanz Produção Audiovisual""";RJ;""" -"""; -;RioFilme;2;"""18919""";2,528;;;;
2005;B0500280100000;"""Sou Feia mas tô na Moda""";Denise Garcia;Documentário;"""Toscographics""";RJ;""" -"""; -;Imovision;4;"""44447""";5,575;;;;
2005;B0400129900000;"""Tainá 2 - a Aventura Continua""";Mauro Lima;Ficção;"""Sony Pictures/Tietê Produções""";SP/RJ;""" -"""; -;Columbia;164;"""4612264""";788,442;;;;
2005;B0400171000000;"""Vida de Menina""";Helena Solberg;Ficção;"""Radiante Filmes""";RJ;""" -"""; -;Europa/MAM;8;"""210049""";27,648;;;;
2005;B0500293600000;"""Vinícius""";Miguel Faria Jr,;Documentário;"""1001 Filmes""";RJ;""" -"""; -;UIP;32;"""2378985""";271,979;;;;
2005;B0500340300000;"""Vlado: 30 Anos Depois""";João Batista de Andrade;Documentário;"""Oeste Filmes/Tao Produções""";SP/SP;"""João Batista de Andrade"""; -;Oeste Filmes Brasileiros;2;"""24902""";3,283;;;;
2005;B0500385000000;"""Vocação do Poder""";Eduardo Escorel/José Joffily;Documentário;"""Cinefilmes/Coevo Filmes""";RJ/RJ;""" -"""; -;Videofilmes;3;"""14914""";1,995;;;;
2005;B0500433700000;"""Xuxinha e Guto contra os monstros do espaço""";Clewerson Saremba/Moacyr Góes;Animação;"""Diler & Associados""";RJ;""" -"""; -;Warner;52;"""4259097""";596,218;;;;
2004;B0400055700000;"""1,99 - um Supermercado que Vende Palavras""";Marcelo Masagão;Ficção;"""Um Minuto""";SP;"""Bits Filmes""";SP;Imovision;3;"""81156""";11,572;;;;
2004;B0300045900000;"""33""";Kiko Goifman;Documentário;"""Plateau Produções""";SP;""" -"""; -;PaleoTV;ND;"""ND""";11,5;;;;
2004;B0400053500000;"""A Cartomante""";Pablo Uranga/Wagner de Assis;Ficção;"""Cinética Filmes/LaboCine/Tropical Storm Entertainment""";RJ/RJ/RJ;""" -"""; -;Imovision;46;"""238667""";36,094;;;;
2004;B0400127100000;"""A Dona da História""";Daniel Filho;Ficção;"""Lereby""";RJ;"""Globo Filmes""";RJ;Buena Vista;260;"""9025423""";1,271,415;;;;
2004;B0400055000000;"""À Margem da Imagem""";Evaldo Mocarzel;Documentário;"""SP Filmes de São Paulo""";SP;""" -"""; -;Mais Filmes;1;"""12354""";1,728;;;;
2004;B0400053800000;"""Benjamim""";Monique Gardenberg;Ficção;"""Dueto Filmes""";RJ;"""Estudios Mega""";RJ;Europa/MAM;25;"""759726""";98,301;;;;
2004;B0300003000000;"""Cama de Gato""";Alexandre Stockler;Ficção;"""A Exceção e a Regra Produções Artísticas/Prodigo Films""";SP/SP;""" -"""; -;A Exceção e a Regra Produções Artísticas;1;"""186823""";25,315;;;;
2004;B0400081100000;"""Cazuza - o Tempo Não Para""";Sandra Werneck/Walter Carvalho;Ficção;"""Lereby""";RJ;"""Columbia Tristar Filmes do Brasil/Globo Filmes/Cineluz Produções""";SP/RJ/RJ;Columbia;292;"""21230606""";3,082,522;;;;
2004;B0400103400000;"""Cine Gibi da Turma da Mônica - O Filme""";José Márcio Nicolosi;Animação;"""Lojinha da Mônica""";SP;""" -"""; -;UIP;104;"""1823899""";305,752;;;;
2004;B0400096900000;"""Como Fazer um Filme de Amor""";José Roberto Torero;Ficção;"""Superfilmes""";SP;""" -"""; -;Lumière;37;"""388309""";53,545;;;;
2004;B0300039800000;"""Concerto Campestre""";Henrique de Freitas Lima;Ficção;"""Casa de Imagens/Cinematográfica Pampeana/LaboCine/Sony Pictures""";PE/RS/RJ/SP;""" -"""; -;Imagem;12;"""67205""";13,01;;;;
2004;B0400066300000;"""Contra Todos""";Roberto Moreira;Ficção;"""Coração da Selva/O2 Filmes""";SP/SP;""" -"""; -;Warner;20;"""187641""";25,358;;;;
2004;B0300040300000;"""De Passagem""";Ricardo Elias;Ficção;"""Raiz Produções""";SP;""" -"""; -;Lumière;20;"""75632""";11,419;;;;
2004;B0400102600000;"""Didi quer ser criança""";Alexandre Boury/Reynaldo Boury;Ficção;"""Diler & Associados""";RJ;""" -"""; -;Columbia;154;"""5583242""";982,175;;;;
2004;B0400138500000;"""Entreatos""";João Moreira Salles;Documentário;"""Videofilmes""";RJ;""" -"""; -;Videofilmes;7;"""313023""";38,341;;;;
2004;B0400085800000;"""Espelho D'água - uma Viagem no Rio São Francisco""";Marcus Vinicius Cezar;Ficção;"""Copacabana Filmes e Produções""";RJ;""" -"""; -;Europa/MAM;12;"""121469""";18,096;;;;
2004;B0300035200000;"""Evandro Teixeira - Instantâneos da Realidade""";Paulo Fontenelle;Documentário;"""Canal Imaginário""";RJ;""" -"""; -;RioFilme;3;"""5874""";875;;;;
2004;B0500446000000;"""Fábio Fabuloso""";Antônio Ricardo/Pedro Cesar/Ricardo Bocão;Documentário;"""Surf Co""";SP;"""Artezanato Eletrônico""";RJ;Lumière;9;"""94961""";12,458;;;;
2004;B0400053200000;"""Fala Tu""";Guilherme Coelho;Documentário;"""Matizar/Videofilmes""";RJ/RJ;""" -"""; -;RioFilme;6;"""71929""";10,526;;;;
2004;B0300023400000;"""Filme de Amor""";Julio Bressane;Ficção;"""Grupo Novo de Cinema e TV""";RJ;""" -"""; -;RioFilme;5;"""70761""";10,742;;;;
2004;B0300040100000;"""Garotas do ABC""";Carlos Reichenbach;Ficção;"""Dezenove Som e Imagens""";SP;""" -"""; -;Europa/MAM;19;"""71962""";10,746;;;;
2004;B0300048300000;"""Glauber o Filme, Labirinto do Brasil""";Silvio Tendler;Documentário;"""Caliban Produções Cinematográficas""";RJ;""" -"""; -;RioFilme;6;"""85179""";13,456;;;;
2004;B0400121700000;"""Irmãos de Fé""";Moacyr Góes;Ficção;"""Diler & Associados""";RJ;""" -"""; -;Columbia;294;"""5652025""";966,021;;;;
2004;B0400085500000;"""Justiça""";Maria Augusta Ramos;Documentário;"""Limite Produções""";RJ;""" -"""; -;Mais Filmes;3;"""138770""";28,635;;;;
2004;B0400098900000;"""Língua - Vidas em Português""";Victor Lopes;Documentário;"""Sambascope Produções/TV Zero""";RJ/RJ;""" -"""; -;RioFilme;5;"""26545""";11,943;;;;
2004;B0300001800000;"""Lost Zweig""";Sylvio Back;Ficção;"""Usina de Kyno""";RJ;""" -"""; -;RioFilme;1;"""20214""";2,398;;;;
2004;B0400170600000;"""Meu Tio Matou um Cara""";Jorge Furtado;Ficção;"""Casa de Cinema de Porto Alegre""";RS;""" -"""; -;Fox;121;"""4095008""";591,12;;;;
2004;B0500408600000;"""Motoboys - Vida Loca""";Caito Ortiz;Ficção;"""Prodigo Films""";SP;""" -"""; -;Mais Filmes;ND;"""ND""";ND;;;;
2004;B0300005800000;"""Narradores de Javé""";Eliane Caffé;Ficção;"""Bananeira Filmes/Gullane""";RJ/SP;""" -"""; -;Lumière;29;"""456307""";67,004;;;;
2004;B0400052300000;"""Nina""";Heitor Dhalia;Ficção;"""Gullane""";SP;""" -"""; -;Columbia;10;"""178834""";25,268;;;;
2004;B0400063000000;"""Noite de São João""";Sérgio Silva;Ficção;"""Producers - NGM Produções""";RS;""" -"""; -;NGM Produções;5;"""25704""";5,355;;;;
2004;B0400054400000;"""O Outro Lado da Rua""";Marcos Bernstein;Ficção;"""Neanderthal MB Cinema""";RJ;""" -"""; -;Columbia;37;"""661465""";92,165;;;;
2004;B0400050200000;"""O Prisioneiro da Grade de Ferro""";Paulo Sacramento;Documentário;"""Olhos de Cão""";SP;""" -"""; -;Imovision;13;"""156931""";27,848;;;;
2004;B0300040900000;"""O Vestido""";Paulo Thiago;Ficção;"""Vitória Produções""";RJ;""" -"""; -;Columbia;41;"""220274""";30,683;;;;
2004;B0400097900000;"""Olga""";Jayme Monjardim;Ficção;"""Nexus Cinema""";SP;""" -"""; -;Lumière;339;"""20375397""";3,078,030;;;;
2004;B0300040400000;"""Onde Anda Você""";Sergio Rezende;Ficção;"""Morena Filmes""";RJ;""" -"""; -;UIP;40;"""411530""";50,958;;;;
2004;B0400100300000;"""Pelé Eterno""";Anibal Massaini Neto;Documentário;"""Anima Produções Audiovisuais/Cinearte Produções Cinematográficas """;SP/SP;""" -"""; -;UIP;150;"""1851866""";257,932;;;;
2004;B0400138600000;"""Peões""";Eduardo Coutinho;Documentário;"""Videofilmes""";RJ;""" -"""; -;Videofilmes;7;"""142211""";17,96;;;;
2004;B0400100100000;"""Procuradas""";José Frazão/Zeca Pires;Ficção;"""Mundo Imaginário Produções Cinematográficas""";SC;"""Teleimage Productions""";SP;Imagem;10;"""19720""";2,92;;;;
2004;B0300003400000;"""Querido Estranho""";Ricardo Pinto e Silva;Ficção;"""Lereby/Tele Image/Veredas Comunicação e Arte""";RJ/SP/SP;""" -"""; -;Imagem;27;"""122520""";18,103;;;;
2004;B0400062800000;"""Raízes do Brasil""";Nelson Pereira dos Santos;Documentário;"""Regina Filmes/RioFilme/Videofilmes""";RJ/RJ/RJ;""" -"""; -;RioFilme;5;"""120366""";19,42;;;;
2004;B0400126400000;"""Redentor""";Cláudio Torres;Ficção;"""Conspiração Filmes/Estudios Mega/Estudios Quanta/Globo Filmes/Lereby""";RJ/RJ/SP/RJ/RJ;""" -"""; -;Warner;81;"""1880401""";247,893;;;;
2004;B0300046200000;"""Rio de Jano""";Anna Azevedo/Eduardo Souza Lima/Renata Baldi;Documentário;"""Hy Brazil Filmes""";RJ;""" -"""; -;RioFilme;3;"""55948""";8,284;;;;
2004;B0500293500000;"""Samba Riachão""";Jorge Alfredo;Documentário;"""Truque""";BA;""" -"""; -;Pandora;3;"""7418""";1,33;;;;
2004;B0400050100000;"""Sexo, Amor e Traição""";Jorge Fernando;Ficção;"""Total Entertainment""";RJ;""" -"""; -;Fox;157;"""15775132""";2,219,423;;;;
2004;B0300050000000;"""Um Show de Verão""";Moacyr Góes;Ficção;"""Diler & Associados""";RJ;""" -"""; -;Warner;111;"""741047""";137,507;;;;
2004;B0300026000000;"""Viva Sapato!""";Luiz Carlos Lacerda;Ficção;"""Europa Filmes/Terra Brasilis""";SP/RJ;""" -"""; -;Europa/MAM;8;"""24187""";3,507;;;;
2004;B0300007100000;"""Viva Voz""";Paulo Morelli;Ficção;"""O2 Filmes""";SP;""" -"""; -;Buena Vista;79;"""1522763""";206,568;;;;
2004;B0400154400000;"""Xuxa e o Tesouro da Cidade Perdida""";Moacyr Góes;Ficção;"""Diler & Associados""";RJ;""" -"""; -;Warner;300;"""7108730""";1,331,652;;;;
2003;B0400152400000;"""Acquaria""";Flávia Moraes;Ficção;"""Four Team Promoções Artísticas""";SP;"""Universal Music/Teleimage Productions/Spectra Midia Produções""";RJ/SP/SP;Fox;340;"""4466393""";837,695;;;;
2003;B0300010000000;"""Amarelo Manga""";Claudio Assis;Ficção;"""Olhos de Cão""";SP;""" -"""; -;RioFilme;16;"""769750""";129,021;;;;
2003;B0300008300000;"""Apolônio Brasil, Campeão da Alegria""";Hugo Carvana;Ficção;"""Mac Comunicacão""";RJ;"""RioFilme""";RJ;RioFilme;6;"""79348""";12,176;;;;
2003;B0300039900000;"""As Alegres Comadres""";Leila Hipólito;Ficção;"""Ananã Produções/Conexão Cinema/Zohar Cinema""";RJ/RJ/RJ;""" -"""; -;Imagem;11;"""21486""";2,977;;;;
2003;B0300002400000;"""Banda de Ipanema - Folia de Albino""";Paulo César Saraceni;Documentário;"""Shater Produções Artísticas""";RJ;""" -"""; -;RioFilme;3;"""9854""";2,004;;;;
2003;B0300006200000;"""Carandiru""";Hector Babenco;Ficção;"""HB Filmes""";SP;""" -"""; -;Columbia;298;"""29623481""";4,693,853;;;;
2003;B0300041500000;"""Casseta & Planeta - a Taça do Mundo é Nossa""";Lula Buarque de Hollanda;Ficção;"""Conspiração Filmes""";RJ;"""Warner/Estudios Mega """;SP/RJ;Warner;274;"""4346394""";690,709;;;;
2003;B0300004100000;"""Cristina quer Casar""";Luiz Villaça;Ficção;"""Nia Filmes""";SP;"""Fox Film do Brasil/Estudios Mega/Ramalho Filmes/Tibet Filme""";SP/RJ/SP/RJ;Fox;43;"""764230""";113,208;;;;
2003;B0200001300000;"""Desmundo""";Alain Fresnot;Ficção;"""A,F, Cinema/LaboCine""";SP/RJ;""" -"""; -;Columbia;41;"""692921""";98,514;;;;
2003;B0300001600000;"""Deus é Brasileiro""";Cacá Diegues;Ficção;"""Rio Vermelho Filmes""";RJ;""" -"""; -;Columbia;162;"""10655438""";1,635,212;;;;
2003;B0300015600000;"""Didi, o Cupido Trapalhão""";Alexandre Boury/Paulo Aragão;Ficção;"""Diler & Associados""";RJ;""" -"""; -;Columbia;147;"""8984535""";1,758,579;;;;
2003;B0400145800000;"""Dois Perdidos numa Noite Suja""";José Joffily;Ficção;"""Coevo Filmes/RioFilme""";RJ/RJ;""" -"""; -;Pandora/RioFilme;9;"""176541""";43,78;;;;
2003;B0300020800000;"""Dom""";Moacyr Góes;Ficção;"""Diler & Associados""";RJ;""" -"""; -;Warner;70;"""390784""";108,499;;;;
2003;B0200001000000;"""Durval Discos""";Anna Muylaert;Ficção;"""África Filmes/Dezenove Som e Imagens""";SP/SP;""" -"""; -;Europa/MAM;7;"""406930""";58,543;;;;
2003;B0500276200000;"""Histórias do Olhar""";Isa Albuquerque;Ficção;"""Íris Cinematográfica TV""";RJ;""" -"""; -;Imovision;3;"""10524.58""";1,511;;;;
2003;B0300009400000;"""Ilha Rá-Tim-Bum em O Martelo de Vulcano""";Eliana Fonseca;Ficção;"""TV Cultura""";SP;"""Teleimage Productions""";SP;Warner;157;"""991184""";187,297;;;;
2003;B0300019500000;"""Lisbela e o Prisioneiro""";Guel Arraes;Ficção;"""Uns Produções e Filmes""";RJ;"""Estudios Mega""";RJ;Fox;245;"""19915933""";3,174,643;;;;
2003;B0300034800000;"""Maria, Mãe do Filho de Deus""";Moacyr Góes;Ficção;"""Diler & Associados""";RJ;""" -"""; -;Columbia;303;"""12842085""";2,332,873;;;;
2003;B0300008900000;"""Nelson Freire""";João Moreira Salles;Documentário;"""Videofilmes""";RJ;""" -"""; -;Videofilmes;4;"""456022""";64,264;;;;
2003;B0300007900000;"""O Caminho das Nuvens""";Vicente Amorim;Ficção;"""Filmes do Equador""";RJ;""" -"""; -;Buena Vista;73;"""1705750""";214,83;;;;
2003;B0300002900000;"""O Homem do Ano""";José Henrique Fonseca;Ficção;"""Conspiração Filmes/Estudios Mega/Estudios Quanta""";RJ/RJ/SP;""" -"""; -;Warner;21;"""726383""";104,659;;;;
2003;B0300002700000;"""O Homem que Copiava""";Jorge Furtado;Ficção;"""Casa de Cinema de Porto Alegre""";RS;""" -"""; -;Columbia;70;"""4692436""";664,651;;;;
2003;B0300021600000;"""Os Normais - O Filme""";José Alvarenga Jr,;Ficção;"""Globo Filmes/M I 5  Filmes""";RJ/RJ;""" -"""; -;Lumière;249;"""19874866""";2,996,467;;;;
2003;B0400076000000;"""Paulinho da Viola - Meu Tempo é Hoje""";Izabel Jaguaribe;Documentário;"""Videofilmes""";RJ;""" -"""; -;Videofilmes;6;"""358726""";54,025;;;;
2003;B0200001200000;"""Rua Seis sem Número""";João Batista de Andrade;Ficção;"""Oeste Filmes """;SP;""" -"""; -;Pandora;1;"""5918""";1,315;;;;
2003;B0200000400000;"""Seja o que Deus Quiser""";Murilo Salles;Ficção;"""Brasil Filmes/Cinema Brasil Digital/RioFilme""";SP/RJ/RJ;""" -"""; -;Europa/MAM/RioFilme;11;"""102038""";16,254;;;;
2003;B0500255100000;"""Separações""";Domingos de Oliveira;Ficção;"""CaradeCão Filmes/Raccord Produções""";RJ/RJ;""" -"""; -;RioFilme;10;"""519101""";69,697;;;;
2003;B0300017900000;"""Um Passaporte Húngaro""";Sandra Kogut;Documentário;"""República Pureza Filmes""";RJ;""" -"""; -;RioFilme;2;"""58000""";9,069;;;;
2003;B0300046000000;"""Xuxa Abracadabra""";Moacyr Góes;Ficção;"""Diler & Associados""";RJ;""" -"""; -;Warner;307;"""11677129""";2,214,481;;;;
2003;B0300002500000;"""Zico, o Filme""";Elizeu Ewald;Documentário;"""Diler & Associados/LaboCine/Quanta-Rio/Tele Image""";RJ/RJ/RJ/SP;""" -"""; -;Diler Prod,;ND;"""5000""";1;;;;
2002;B0500311900000;"""A Paixão de Jacobina""";Fábio Barreto;Ficção;"""Filmes do Equador""";RJ;""" -"""; -;PlayArte;45;"""682110""";146,062;;;;
2002;B0500309000000;"""As Três Marias""";Aluizio Abranches;Ficção;"""Hare Filmes""";RJ;""" -"""; -;Lumière;10;"""76819""";13,003;;;;
2002;B0300009600000;"""Avassaladoras""";Mara Mourão;Ficção;"""Mamo Filmes""";SP;"""Total Entertainment""";RJ;Fox;103;"""1722883""";310,26;;;;
2002;B0500309900000;"""Bellini e a Esfinge""";Roberto Santucci;Ficção;"""Ananã Produções/Santa Fé Filmes""";RJ/RJ;""" -"""; -;Copacabana Filmes;21;"""300000""";60,073;;;;
2002;B0300002800000;"""Cidade de Deus""";Fernando Meirelles;Ficção;"""O2 Filmes""";SP;""" -"""; -;Lumière;176;"""19066087""";3,370,871;;;;
2002;B0300031500000;"""Dias de Nietzsche em Turim""";Julio Bressane;Ficção;"""TB Produções""";RJ;""" -"""; -;RioFilme;2;"""85993""";15,017;;;;
2002;B0500291000000;"""Duas Vezes com Helena""";Mauro Farias;Ficção;"""Fraiha Produções""";RJ;""" -"""; -;RioFilme;5;"""40056""";6,374;;;;
2002;B0500288900000;"""Edifício Master""";Eduardo Coutinho;Documentário;"""Videofilmes""";RJ;""" -"""; -;RioFilme;7;"""605243""";86,483;;;;
2002;B1201554100000;"""Eu não Conhecia Tururu""";Florinda Bolkan;Ficção;"""Jandaira Produções""";CE;""" -"""; -;RioFilme;2;"""5621""";823;;;;
2002;B0500404500000;"""Gregório de Mattos""";Ana Carolina;Ficção;"""Crystal Cinematográfica""";RJ;""" -"""; -;RioFilme;2;"""23660""";3,812;;;;
2002;B0500298200000;"""Houve uma Vez Dois Verões""";Jorge Furtado;Ficção;"""Casa de Cinema de Porto Alegre""";RS;""" -"""; -;Columbia;11;"""384212""";68,487;;;;
2002;B0600513700000;"""Invasor""";Beto Brant;Ficção;"""Drama Filmes""";SP;"""Brasil Filmes/Ricca Produções""";SP/SP;Pandora;16;"""669762""";103,81;;;;
2002;B0500301000000;"""Janela da Alma""";João Jardim/Walter Carvalho;Documentário;"""Dueto Filmes/Tambellini Filmes""";RJ/RJ;""" -"""; -;Copacabana Filmes;4;"""795856""";141,36;;;;
2002;B0400148200000;"""Lara""";Ana Maria Magalhães;Ficção;"""Nova Era Produções""";RJ;""" -"""; -;RioFilme;9;"""15504""";2,639;;;;
2002;B0500311800000;"""Latitude Zero""";Toni Venturi;Ficção;"""Olhar Imaginário""";SP;""" -"""; -;RioFilme;6;"""44829""";7,867;;;;
2002;B0300008800000;"""Madame Satã""";Karim Aïnouz;Ficção;"""Videofilmes""";RJ;""" -"""; -;Lumière;24;"""1155180""";163,161;;;;
2002;B0500294200000;"""Nem Gravata, Nem Honra""";Marcelo Masagão;Documentário;"""Um Minuto""";SP;""" -"""; -;RioFilme;2;"""15789""";3,237;;;;
2002;B0500308800000;"""O Príncipe""";Ugo Giorgetti;Ficção;"""SP Filmes de São Paulo""";SP;""" -"""; -;Mais Filmes;11;"""94037""";15,295;;;;
2002;B0500274200000;"""Onde a Terra Acaba""";Sérgio Machado;Documentário;"""Videofilmes""";RJ;""" -"""; -;RioFilme;2;"""20543""";3,786;;;;
2002;B0500254200000;"""Ônibus 174""";José Padilha;Documentário;"""Zazen Produções""";RJ;""" -"""; -;RioFilme;5;"""203962""";35,29;;;;
2002;B0500311500000;"""Poeta de Sete Faces""";Paulo Thiago;Documentário;"""Vitória Produções""";RJ;""" -"""; -;RioFilme;3;"""20972""";4,495;;;;
2002;B0300005900000;"""Rocha que Voa""";Eryk Rocha;Documentário;"""Grupo Novo de Cinema e TV""";RJ;""" -"""; -;M21;1;"""30000""";5,929;;;;
2002;B0300029800000;"""Sonhos Tropicais""";André Sturm;Ficção;"""Pandora Filmes""";SP;""" -"""; -;Pandora;12;"""169438""";36,304;;;;
2002;B0500377900000;"""Surf Adventures""";Arthur Fontes;Documentário;"""Massangana Filmes/Curt e Alex Associados""";RJ/SP;""" -"""; -;Lumière;77;"""1295502""";200,853;;;;
2002;B0500249000000;"""Timor Lorosae - O Massacre Que o Mundo não Viu""";Lucélia Santos;Documentário;"""Nhock Produções Artísticas""";RJ;""" -"""; -;RioFilme;5;"""28797""";7,683;;;;
